status_id,created_at,source,is_quote,is_retweet,display_text_width,favorite_count,reply_to_screen_name,date,year,month,week,wday,hour,month_year
x892785891055468548,2017-08-02T16:35:18Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-02,2017,Aug,31,Wed,12,Aug-2017
x892804872390795264,2017-08-02T17:50:43Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-02,2017,Aug,31,Wed,13,Aug-2017
x892820785823404032,2017-08-02T18:53:57Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-02,2017,Aug,31,Wed,14,Aug-2017
x892926762933506048,2017-08-03T01:55:04Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-02,2017,Aug,31,Wed,21,Aug-2017
x892953788679692288,2017-08-03T03:42:28Z,Twitter for iPhone,FALSE,FALSE,100,102,NA,2017-08-02,2017,Aug,31,Wed,23,Aug-2017
x893144377215922176,2017-08-03T16:19:48Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-03,2017,Aug,31,Thu,12,Aug-2017
x893145112435404801,2017-08-03T16:22:43Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-03,2017,Aug,31,Thu,12,Aug-2017
x893229989897830405,2017-08-03T21:59:59Z,Twitter for iPhone,FALSE,TRUE,121,0,NA,2017-08-03,2017,Aug,31,Thu,17,Aug-2017
x893230613871951873,2017-08-03T22:02:28Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-03,2017,Aug,31,Thu,18,Aug-2017
x893230900837838848,2017-08-03T22:03:36Z,Twitter for iPhone,FALSE,TRUE,148,0,NA,2017-08-03,2017,Aug,31,Thu,18,Aug-2017
x893290630339850242,2017-08-04T02:00:57Z,Twitter for iPhone,TRUE,FALSE,22,54,NA,2017-08-03,2017,Aug,31,Thu,22,Aug-2017
x893310782921994241,2017-08-04T03:21:02Z,Twitter for iPhone,FALSE,TRUE,62,0,NA,2017-08-03,2017,Aug,31,Thu,23,Aug-2017
x893312720090669056,2017-08-04T03:28:44Z,Twitter for iPhone,FALSE,FALSE,138,15,mike_shope,2017-08-03,2017,Aug,31,Thu,23,Aug-2017
x893318788787175424,2017-08-04T03:52:50Z,Twitter for iPhone,FALSE,FALSE,102,137,NA,2017-08-03,2017,Aug,31,Thu,23,Aug-2017
x893318908970766336,2017-08-04T03:53:19Z,Twitter for iPhone,FALSE,FALSE,132,185,NA,2017-08-03,2017,Aug,31,Thu,23,Aug-2017
x893323717731901440,2017-08-04T04:12:26Z,Twitter for iPhone,FALSE,FALSE,136,9,rosemary918,2017-08-04,2017,Aug,31,Fri,0,Aug-2017
x893333475578843136,2017-08-04T04:51:12Z,Twitter for iPhone,FALSE,TRUE,114,0,NA,2017-08-04,2017,Aug,31,Fri,0,Aug-2017
x893333904689680384,2017-08-04T04:52:54Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-04,2017,Aug,31,Fri,0,Aug-2017
x893472515728781312,2017-08-04T14:03:42Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-04,2017,Aug,31,Fri,10,Aug-2017
x893477995767353344,2017-08-04T14:25:28Z,Twitter for iPhone,FALSE,FALSE,103,459,NA,2017-08-04,2017,Aug,31,Fri,10,Aug-2017
x893478732245209089,2017-08-04T14:28:24Z,Twitter Web Client,FALSE,FALSE,144,25,NA,2017-08-04,2017,Aug,31,Fri,10,Aug-2017
x893478968451624962,2017-08-04T14:29:20Z,Twitter Web Client,FALSE,FALSE,102,14,NA,2017-08-04,2017,Aug,31,Fri,10,Aug-2017
x893486611035561985,2017-08-04T14:59:42Z,Twitter for iPhone,FALSE,TRUE,148,0,NA,2017-08-04,2017,Aug,31,Fri,10,Aug-2017
x893516410827177985,2017-08-04T16:58:07Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-04,2017,Aug,31,Fri,12,Aug-2017
x893517262019325953,2017-08-04T17:01:30Z,Twitter for iPhone,FALSE,FALSE,95,6,NA,2017-08-04,2017,Aug,31,Fri,13,Aug-2017
x893535298965188608,2017-08-04T18:13:11Z,Twitter for iPhone,FALSE,TRUE,103,0,NA,2017-08-04,2017,Aug,31,Fri,14,Aug-2017
x893548469620805636,2017-08-04T19:05:31Z,Twitter for iPhone,FALSE,FALSE,112,35,NA,2017-08-04,2017,Aug,31,Fri,15,Aug-2017
x893549185739501568,2017-08-04T19:08:21Z,Twitter for iPhone,FALSE,TRUE,144,0,NA,2017-08-04,2017,Aug,31,Fri,15,Aug-2017
x893588037912940548,2017-08-04T21:42:44Z,Twitter for iPhone,FALSE,FALSE,102,46,NA,2017-08-04,2017,Aug,31,Fri,17,Aug-2017
x893588089888792576,2017-08-04T21:42:57Z,Twitter for iPhone,FALSE,TRUE,144,0,NA,2017-08-04,2017,Aug,31,Fri,17,Aug-2017
x893589578170368002,2017-08-04T21:48:52Z,Twitter for iPhone,FALSE,FALSE,115,1,NoWooingAtPNC,2017-08-04,2017,Aug,31,Fri,17,Aug-2017
x893642172800671744,2017-08-05T01:17:51Z,Twitter for iPhone,TRUE,FALSE,26,44,NA,2017-08-04,2017,Aug,31,Fri,21,Aug-2017
x893651625340022784,2017-08-05T01:55:25Z,Twitter for iPhone,FALSE,TRUE,93,0,NA,2017-08-04,2017,Aug,31,Fri,21,Aug-2017
x893668757029179392,2017-08-05T03:03:29Z,Twitter for iPhone,FALSE,TRUE,117,0,NA,2017-08-04,2017,Aug,31,Fri,23,Aug-2017
x893669573412696064,2017-08-05T03:06:44Z,Twitter for iPhone,TRUE,FALSE,67,25,NA,2017-08-04,2017,Aug,31,Fri,23,Aug-2017
x893671770892492801,2017-08-05T03:15:28Z,Twitter for iPhone,TRUE,FALSE,123,14,NA,2017-08-04,2017,Aug,31,Fri,23,Aug-2017
x893672023771185153,2017-08-05T03:16:28Z,Twitter for iPhone,FALSE,FALSE,16,0,TheCatBasket,2017-08-04,2017,Aug,31,Fri,23,Aug-2017
x893672727906746368,2017-08-05T03:19:16Z,Twitter for iPhone,FALSE,FALSE,101,2,meganguzaTrib,2017-08-04,2017,Aug,31,Fri,23,Aug-2017
x893673190110769156,2017-08-05T03:21:06Z,Twitter for iPhone,FALSE,FALSE,0,2,GreggoDeCarlo,2017-08-04,2017,Aug,31,Fri,23,Aug-2017
x893871649723961345,2017-08-05T16:29:43Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-05,2017,Aug,31,Sat,12,Aug-2017
x893873724209987584,2017-08-05T16:37:57Z,Twitter for iPhone,FALSE,TRUE,139,0,NA,2017-08-05,2017,Aug,31,Sat,12,Aug-2017
x893921716254146560,2017-08-05T19:48:40Z,Twitter Web Client,FALSE,TRUE,90,0,NA,2017-08-05,2017,Aug,31,Sat,15,Aug-2017
x893926106830712832,2017-08-05T20:06:06Z,Twitter Web Client,TRUE,FALSE,144,18,NA,2017-08-05,2017,Aug,31,Sat,16,Aug-2017
x894005339724677120,2017-08-06T01:20:57Z,Twitter Web Client,FALSE,FALSE,121,102,NA,2017-08-05,2017,Aug,31,Sat,21,Aug-2017
x894005452312371201,2017-08-06T01:21:24Z,Twitter for iPhone,FALSE,TRUE,109,0,NA,2017-08-05,2017,Aug,31,Sat,21,Aug-2017
x894015384097091585,2017-08-06T02:00:52Z,Twitter for iPhone,FALSE,FALSE,140,89,NA,2017-08-05,2017,Aug,31,Sat,22,Aug-2017
x894016697778229249,2017-08-06T02:06:05Z,Twitter for iPhone,FALSE,FALSE,89,0,parkingusopen,2017-08-05,2017,Aug,31,Sat,22,Aug-2017
x894017808312537088,2017-08-06T02:10:30Z,Twitter for iPhone,FALSE,FALSE,108,1,goodeveningjo,2017-08-05,2017,Aug,31,Sat,22,Aug-2017
x894018059199012864,2017-08-06T02:11:30Z,Twitter for iPhone,FALSE,FALSE,53,1,alancoxshow,2017-08-05,2017,Aug,31,Sat,22,Aug-2017
x894018375151648768,2017-08-06T02:12:45Z,Twitter for iPhone,FALSE,FALSE,138,0,orlochavez,2017-08-05,2017,Aug,31,Sat,22,Aug-2017
x894032461180669952,2017-08-06T03:08:43Z,Twitter for iPhone,FALSE,TRUE,72,0,NA,2017-08-05,2017,Aug,31,Sat,23,Aug-2017
x894041395715072000,2017-08-06T03:44:13Z,Twitter for iPhone,TRUE,FALSE,11,365,NA,2017-08-05,2017,Aug,31,Sat,23,Aug-2017
x894042080623951872,2017-08-06T03:46:57Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-05,2017,Aug,31,Sat,23,Aug-2017
x894274275288416256,2017-08-06T19:09:36Z,Twitter for iPhone,FALSE,TRUE,112,0,NA,2017-08-06,2017,Aug,32,Sun,15,Aug-2017
x894274972922896384,2017-08-06T19:12:23Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-06,2017,Aug,32,Sun,15,Aug-2017
x894275102627573761,2017-08-06T19:12:53Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-06,2017,Aug,32,Sun,15,Aug-2017
x894277716547129345,2017-08-06T19:23:17Z,Twitter for iPhone,FALSE,FALSE,137,90,NA,2017-08-06,2017,Aug,32,Sun,15,Aug-2017
x894279675739951104,2017-08-06T19:31:04Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-06,2017,Aug,32,Sun,15,Aug-2017
x894308693088645121,2017-08-06T21:26:22Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-06,2017,Aug,32,Sun,17,Aug-2017
x894338623532871680,2017-08-06T23:25:18Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-06,2017,Aug,32,Sun,19,Aug-2017
x894340617656033280,2017-08-06T23:33:13Z,Twitter for iPhone,FALSE,TRUE,111,0,NA,2017-08-06,2017,Aug,32,Sun,19,Aug-2017
x894370234349572098,2017-08-07T01:30:55Z,Twitter Web Client,FALSE,FALSE,139,16,NA,2017-08-06,2017,Aug,32,Sun,21,Aug-2017
x894370331011493890,2017-08-07T01:31:18Z,Twitter for iPhone,FALSE,TRUE,84,0,NA,2017-08-06,2017,Aug,32,Sun,21,Aug-2017
x894617782813433860,2017-08-07T17:54:35Z,Twitter for iPhone,FALSE,FALSE,104,19,NA,2017-08-07,2017,Aug,32,Mon,13,Aug-2017
x894617930834554880,2017-08-07T17:55:10Z,Twitter for iPhone,FALSE,FALSE,127,18,NA,2017-08-07,2017,Aug,32,Mon,13,Aug-2017
x894624922080772096,2017-08-07T18:22:57Z,Twitter for iPhone,FALSE,FALSE,118,23,NA,2017-08-07,2017,Aug,32,Mon,14,Aug-2017
x894640390837608448,2017-08-07T19:24:25Z,Twitter Web Client,FALSE,FALSE,135,27,NA,2017-08-07,2017,Aug,32,Mon,15,Aug-2017
x894654199904034816,2017-08-07T20:19:17Z,Twitter Web Client,FALSE,FALSE,64,13,NA,2017-08-07,2017,Aug,32,Mon,16,Aug-2017
x894702640935862273,2017-08-07T23:31:47Z,Twitter for iPhone,FALSE,FALSE,84,56,NA,2017-08-07,2017,Aug,32,Mon,19,Aug-2017
x894703630204489738,2017-08-07T23:35:42Z,Twitter for iPhone,FALSE,FALSE,128,33,NA,2017-08-07,2017,Aug,32,Mon,19,Aug-2017
x894703716653301760,2017-08-07T23:36:03Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-07,2017,Aug,32,Mon,19,Aug-2017
x894714103469666305,2017-08-08T00:17:19Z,Twitter for iPhone,FALSE,FALSE,112,45,NA,2017-08-07,2017,Aug,32,Mon,20,Aug-2017
x894739953132896256,2017-08-08T02:00:02Z,Twitter for iPhone,FALSE,FALSE,136,2,HeyBuckeroo,2017-08-07,2017,Aug,32,Mon,22,Aug-2017
x894740647801913344,2017-08-08T02:02:48Z,Twitter for iPhone,FALSE,FALSE,140,2,SenTomMacArthur,2017-08-07,2017,Aug,32,Mon,22,Aug-2017
x894741201865277440,2017-08-08T02:05:00Z,Twitter for iPhone,FALSE,FALSE,140,2,Pirates15212,2017-08-07,2017,Aug,32,Mon,22,Aug-2017
x894742689563910144,2017-08-08T02:10:55Z,Twitter for iPhone,FALSE,FALSE,140,2,Mark340,2017-08-07,2017,Aug,32,Mon,22,Aug-2017
x894776462649114624,2017-08-08T04:25:07Z,Twitter for iPhone,FALSE,FALSE,86,15,NA,2017-08-08,2017,Aug,32,Tue,0,Aug-2017
x894962504677416962,2017-08-08T16:44:23Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-08,2017,Aug,32,Tue,12,Aug-2017
x894962659023618048,2017-08-08T16:45:00Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-08,2017,Aug,32,Tue,12,Aug-2017
x894964832587448322,2017-08-08T16:53:38Z,Twitter Web Client,FALSE,FALSE,139,58,NA,2017-08-08,2017,Aug,32,Tue,12,Aug-2017
x894967372968230913,2017-08-08T17:03:44Z,Twitter for iPhone,FALSE,FALSE,80,22,NA,2017-08-08,2017,Aug,32,Tue,13,Aug-2017
x894977798502318082,2017-08-08T17:45:09Z,Twitter Web Client,FALSE,TRUE,140,0,NA,2017-08-08,2017,Aug,32,Tue,13,Aug-2017
x894982454720811009,2017-08-08T18:03:39Z,Twitter Web Client,FALSE,FALSE,144,21,NA,2017-08-08,2017,Aug,32,Tue,14,Aug-2017
x895030694367432704,2017-08-08T21:15:21Z,Twitter for iPhone,FALSE,FALSE,144,4,NA,2017-08-08,2017,Aug,32,Tue,17,Aug-2017
x895030848478642185,2017-08-08T21:15:57Z,Twitter for iPhone,FALSE,TRUE,126,0,NA,2017-08-08,2017,Aug,32,Tue,17,Aug-2017
x895030956406525952,2017-08-08T21:16:23Z,Twitter for iPhone,FALSE,TRUE,115,0,NA,2017-08-08,2017,Aug,32,Tue,17,Aug-2017
x895032507577626624,2017-08-08T21:22:33Z,Twitter for iPhone,FALSE,TRUE,117,0,NA,2017-08-08,2017,Aug,32,Tue,17,Aug-2017
x895034644743282690,2017-08-08T21:31:02Z,Twitter for iPhone,FALSE,FALSE,115,19,NA,2017-08-08,2017,Aug,32,Tue,17,Aug-2017
x895068136520732674,2017-08-08T23:44:07Z,Twitter Web Client,FALSE,TRUE,65,0,NA,2017-08-08,2017,Aug,32,Tue,19,Aug-2017
x895109414507687936,2017-08-09T02:28:09Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-08,2017,Aug,32,Tue,22,Aug-2017
x895111002991325184,2017-08-09T02:34:28Z,Twitter for iPhone,FALSE,FALSE,140,61,NA,2017-08-08,2017,Aug,32,Tue,22,Aug-2017
x895111133807431680,2017-08-09T02:34:59Z,Twitter for iPhone,FALSE,TRUE,132,0,NA,2017-08-08,2017,Aug,32,Tue,22,Aug-2017
x895119937760579584,2017-08-09T03:09:58Z,Twitter for iPhone,FALSE,TRUE,100,0,NA,2017-08-08,2017,Aug,32,Tue,23,Aug-2017
x895121620217589761,2017-08-09T03:16:39Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-08,2017,Aug,32,Tue,23,Aug-2017
x895133401254174722,2017-08-09T04:03:28Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-09,2017,Aug,32,Wed,0,Aug-2017
x895133414633984000,2017-08-09T04:03:31Z,Twitter for iPhone,FALSE,TRUE,108,0,NA,2017-08-09,2017,Aug,32,Wed,0,Aug-2017
x895133551074697217,2017-08-09T04:04:04Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-09,2017,Aug,32,Wed,0,Aug-2017
x895143355172171776,2017-08-09T04:43:01Z,Twitter for iPhone,FALSE,TRUE,65,0,NA,2017-08-09,2017,Aug,32,Wed,0,Aug-2017
x895143828029669376,2017-08-09T04:44:54Z,Twitter for iPhone,FALSE,TRUE,144,0,NA,2017-08-09,2017,Aug,32,Wed,0,Aug-2017
x895335825814179842,2017-08-09T17:27:50Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-09,2017,Aug,32,Wed,13,Aug-2017
x895335844709507072,2017-08-09T17:27:54Z,Twitter for iPhone,FALSE,TRUE,144,0,NA,2017-08-09,2017,Aug,32,Wed,13,Aug-2017
x895338064733655041,2017-08-09T17:36:43Z,Twitter for iPhone,FALSE,TRUE,128,0,NA,2017-08-09,2017,Aug,32,Wed,13,Aug-2017
x895339971946708992,2017-08-09T17:44:18Z,Twitter for iPhone,FALSE,FALSE,102,79,NA,2017-08-09,2017,Aug,32,Wed,13,Aug-2017
x895352878101123072,2017-08-09T18:35:35Z,Twitter Web Client,FALSE,TRUE,140,0,NA,2017-08-09,2017,Aug,32,Wed,14,Aug-2017
x895352926515990532,2017-08-09T18:35:47Z,Twitter Web Client,FALSE,TRUE,140,0,NA,2017-08-09,2017,Aug,32,Wed,14,Aug-2017
x895355867096395776,2017-08-09T18:47:28Z,Twitter Web Client,FALSE,TRUE,115,0,NA,2017-08-09,2017,Aug,32,Wed,14,Aug-2017
x895387353195347971,2017-08-09T20:52:35Z,Twitter for iPhone,TRUE,FALSE,107,11,NA,2017-08-09,2017,Aug,32,Wed,16,Aug-2017
x895387574688243715,2017-08-09T20:53:27Z,Twitter for iPhone,FALSE,TRUE,139,0,NA,2017-08-09,2017,Aug,32,Wed,16,Aug-2017
x895388456750329856,2017-08-09T20:56:58Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-09,2017,Aug,32,Wed,16,Aug-2017
x895418555495104512,2017-08-09T22:56:34Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-09,2017,Aug,32,Wed,18,Aug-2017
x895421229183639552,2017-08-09T23:07:11Z,Twitter for iPhone,FALSE,FALSE,137,12,NA,2017-08-09,2017,Aug,32,Wed,19,Aug-2017
x895426369483681792,2017-08-09T23:27:37Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-09,2017,Aug,32,Wed,19,Aug-2017
x895447209809981440,2017-08-10T00:50:26Z,Twitter for iPhone,FALSE,FALSE,140,6,NA,2017-08-09,2017,Aug,32,Wed,20,Aug-2017
x895472894653976577,2017-08-10T02:32:29Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-09,2017,Aug,32,Wed,22,Aug-2017
x895485103576625153,2017-08-10T03:21:00Z,Twitter for iPhone,FALSE,TRUE,136,0,NA,2017-08-09,2017,Aug,32,Wed,23,Aug-2017
x895486195551145985,2017-08-10T03:25:21Z,Twitter for iPhone,FALSE,FALSE,71,14,NA,2017-08-09,2017,Aug,32,Wed,23,Aug-2017
x895493737035575297,2017-08-10T03:55:19Z,Twitter for iPhone,TRUE,FALSE,140,53,NA,2017-08-09,2017,Aug,32,Wed,23,Aug-2017
x895519866811240452,2017-08-10T05:39:08Z,Twitter for iPhone,FALSE,FALSE,140,40,NA,2017-08-10,2017,Aug,32,Thu,1,Aug-2017
x895643268574322689,2017-08-10T13:49:30Z,Twitter for iPhone,FALSE,TRUE,148,0,NA,2017-08-10,2017,Aug,32,Thu,9,Aug-2017
x895644552358395904,2017-08-10T13:54:36Z,Twitter for iPhone,FALSE,FALSE,140,11,NA,2017-08-10,2017,Aug,32,Thu,9,Aug-2017
x895647151446994944,2017-08-10T14:04:55Z,Twitter for iPhone,FALSE,TRUE,101,0,NA,2017-08-10,2017,Aug,32,Thu,10,Aug-2017
x895664515181944832,2017-08-10T15:13:55Z,Twitter for iPhone,FALSE,TRUE,144,0,NA,2017-08-10,2017,Aug,32,Thu,11,Aug-2017
x895738051703578624,2017-08-10T20:06:08Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-10,2017,Aug,32,Thu,16,Aug-2017
x895748787695693824,2017-08-10T20:48:47Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-10,2017,Aug,32,Thu,16,Aug-2017
x895748806167416832,2017-08-10T20:48:52Z,Twitter for iPhone,FALSE,TRUE,144,0,NA,2017-08-10,2017,Aug,32,Thu,16,Aug-2017
x895748814199558150,2017-08-10T20:48:54Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-10,2017,Aug,32,Thu,16,Aug-2017
x895855145103347713,2017-08-11T03:51:25Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-10,2017,Aug,32,Thu,23,Aug-2017
x895855172139851780,2017-08-11T03:51:31Z,Twitter for iPhone,FALSE,TRUE,90,0,NA,2017-08-10,2017,Aug,32,Thu,23,Aug-2017
x895858377917681664,2017-08-11T04:04:16Z,Twitter Web Client,FALSE,FALSE,96,28,NA,2017-08-11,2017,Aug,32,Fri,0,Aug-2017
x896000726652125186,2017-08-11T13:29:54Z,Twitter for iPhone,FALSE,TRUE,79,0,NA,2017-08-11,2017,Aug,32,Fri,9,Aug-2017
x896000959507087363,2017-08-11T13:30:50Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-11,2017,Aug,32,Fri,9,Aug-2017
x896012438344216576,2017-08-11T14:16:27Z,Twitter Web Client,FALSE,FALSE,106,8,NA,2017-08-11,2017,Aug,32,Fri,10,Aug-2017
x896013345589002241,2017-08-11T14:20:03Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-11,2017,Aug,32,Fri,10,Aug-2017
x896032261547716608,2017-08-11T15:35:13Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-11,2017,Aug,32,Fri,11,Aug-2017
x896046777643794432,2017-08-11T16:32:54Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-11,2017,Aug,32,Fri,12,Aug-2017
x896046918358511619,2017-08-11T16:33:27Z,Twitter for iPhone,FALSE,TRUE,143,0,NA,2017-08-11,2017,Aug,32,Fri,12,Aug-2017
x896079752246603776,2017-08-11T18:43:55Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-11,2017,Aug,32,Fri,14,Aug-2017
x896112437572673536,2017-08-11T20:53:48Z,Twitter for iPhone,TRUE,FALSE,65,13,NA,2017-08-11,2017,Aug,32,Fri,16,Aug-2017
x896143709703512064,2017-08-11T22:58:04Z,Twitter for iPhone,FALSE,FALSE,101,46,NA,2017-08-11,2017,Aug,32,Fri,18,Aug-2017
x896144613496442880,2017-08-11T23:01:40Z,Twitter for iPhone,FALSE,FALSE,144,48,NA,2017-08-11,2017,Aug,32,Fri,19,Aug-2017
x896152842943070209,2017-08-11T23:34:22Z,Twitter Web Client,FALSE,TRUE,148,0,NA,2017-08-11,2017,Aug,32,Fri,19,Aug-2017
x896234448198541312,2017-08-12T04:58:38Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-12,2017,Aug,32,Sat,0,Aug-2017
x896241105783705601,2017-08-12T05:25:05Z,Twitter for iPhone,FALSE,TRUE,64,0,NA,2017-08-12,2017,Aug,32,Sat,1,Aug-2017
x896459222774419460,2017-08-12T19:51:48Z,Twitter for iPhone,FALSE,TRUE,144,0,NA,2017-08-12,2017,Aug,32,Sat,15,Aug-2017
x896462584861388802,2017-08-12T20:05:10Z,Twitter Web Client,FALSE,FALSE,140,389,NA,2017-08-12,2017,Aug,32,Sat,16,Aug-2017
x896462686673920000,2017-08-12T20:05:34Z,Twitter for iPhone,FALSE,TRUE,144,0,NA,2017-08-12,2017,Aug,32,Sat,16,Aug-2017
x896478726476771329,2017-08-12T21:09:18Z,Twitter Web Client,FALSE,TRUE,140,0,NA,2017-08-12,2017,Aug,32,Sat,17,Aug-2017
x896504872497012737,2017-08-12T22:53:12Z,Twitter for iPhone,TRUE,FALSE,12,163,NA,2017-08-12,2017,Aug,32,Sat,18,Aug-2017
x896509892718059520,2017-08-12T23:13:09Z,Twitter Web Client,FALSE,TRUE,144,0,NA,2017-08-12,2017,Aug,32,Sat,19,Aug-2017
x896554892445327361,2017-08-13T02:11:58Z,Twitter for iPhone,FALSE,TRUE,87,0,NA,2017-08-12,2017,Aug,32,Sat,22,Aug-2017
x896559608390660098,2017-08-13T02:30:42Z,Twitter for iPhone,TRUE,FALSE,77,211,NA,2017-08-12,2017,Aug,32,Sat,22,Aug-2017
x896761948410449924,2017-08-13T15:54:44Z,Twitter for iPhone,TRUE,FALSE,31,30,NA,2017-08-13,2017,Aug,33,Sun,11,Aug-2017
x896773385593683972,2017-08-13T16:40:11Z,Twitter for iPhone,FALSE,FALSE,95,178,NA,2017-08-13,2017,Aug,33,Sun,12,Aug-2017
x896778222435807232,2017-08-13T16:59:24Z,Twitter for iPhone,FALSE,TRUE,144,0,NA,2017-08-13,2017,Aug,33,Sun,12,Aug-2017
x896851122803154944,2017-08-13T21:49:05Z,Twitter for iPhone,FALSE,TRUE,74,0,NA,2017-08-13,2017,Aug,33,Sun,17,Aug-2017
x896943334954061824,2017-08-14T03:55:30Z,Twitter for iPhone,FALSE,TRUE,135,0,NA,2017-08-13,2017,Aug,33,Sun,23,Aug-2017
x896943674914988035,2017-08-14T03:56:51Z,Twitter for iPhone,FALSE,TRUE,126,0,NA,2017-08-13,2017,Aug,33,Sun,23,Aug-2017
x896944845956280321,2017-08-14T04:01:30Z,Twitter for iPhone,TRUE,FALSE,141,235,NA,2017-08-14,2017,Aug,33,Mon,0,Aug-2017
x896951039454302209,2017-08-14T04:26:07Z,Twitter for iPhone,TRUE,FALSE,131,9,NA,2017-08-14,2017,Aug,33,Mon,0,Aug-2017
x896953985936093184,2017-08-14T04:37:49Z,Twitter for iPhone,FALSE,FALSE,139,56,NA,2017-08-14,2017,Aug,33,Mon,0,Aug-2017
x897137671021187072,2017-08-14T16:47:43Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-14,2017,Aug,33,Mon,12,Aug-2017
x897137844040474625,2017-08-14T16:48:24Z,Twitter for iPhone,FALSE,TRUE,139,0,NA,2017-08-14,2017,Aug,33,Mon,12,Aug-2017
x897163706819366916,2017-08-14T18:31:10Z,Twitter for iPhone,FALSE,FALSE,93,11,NA,2017-08-14,2017,Aug,33,Mon,14,Aug-2017
x897165516053336064,2017-08-14T18:38:22Z,Twitter for iPhone,FALSE,FALSE,92,13,NA,2017-08-14,2017,Aug,33,Mon,14,Aug-2017
x897184695225638914,2017-08-14T19:54:34Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-14,2017,Aug,33,Mon,15,Aug-2017
x897185955806941185,2017-08-14T19:59:35Z,Twitter for iPhone,TRUE,FALSE,134,108,NA,2017-08-14,2017,Aug,33,Mon,15,Aug-2017
x897219821364011008,2017-08-14T22:14:09Z,Twitter for iPhone,TRUE,FALSE,38,98,NA,2017-08-14,2017,Aug,33,Mon,18,Aug-2017
x897249938777808900,2017-08-15T00:13:50Z,Twitter for iPhone,FALSE,FALSE,86,519,NA,2017-08-14,2017,Aug,33,Mon,20,Aug-2017
x897271643831123969,2017-08-15T01:40:05Z,Twitter for iPhone,TRUE,FALSE,78,99,NA,2017-08-14,2017,Aug,33,Mon,21,Aug-2017
x897277592184778752,2017-08-15T02:03:43Z,Twitter for iPhone,FALSE,TRUE,135,0,NA,2017-08-14,2017,Aug,33,Mon,22,Aug-2017
x897285816346693636,2017-08-15T02:36:24Z,Twitter for iPhone,FALSE,TRUE,92,0,NA,2017-08-14,2017,Aug,33,Mon,22,Aug-2017
x897462220350795777,2017-08-15T14:17:22Z,Twitter for iPhone,FALSE,FALSE,50,57,NA,2017-08-15,2017,Aug,33,Tue,10,Aug-2017
x897463322265747457,2017-08-15T14:21:44Z,Twitter for iPhone,FALSE,TRUE,114,0,NA,2017-08-15,2017,Aug,33,Tue,10,Aug-2017
x897491574606761989,2017-08-15T16:14:00Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-15,2017,Aug,33,Tue,12,Aug-2017
x897491688607842305,2017-08-15T16:14:27Z,Twitter for iPhone,FALSE,TRUE,140,0,NA,2017-08-15,2017,Aug,33,Tue,12,Aug-2017
