"user_id","name","screen_name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x23541684","bill peduto","billpeduto","Pittsburgh, PA","Mayor of Pittsburgh","https://t.co/rPVdzcFdOP",FALSE,85956,3333,984,29366,0,2009-03-10 02:03:52,TRUE,"https://t.co/rPVdzcFdOP","http://www.billpeduto.com","en","https://pbs.twimg.com/profile_banners/23541684/1425921975","http://pbs.twimg.com/profile_background_images/759637382/68cd3bd09c50ec85afeb726ae1a344a3.png","http://pbs.twimg.com/profile_images/886053657049001984/sE7SPggp_normal.jpg"
